Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Discipline,Resultaat,Punten Resultaat,Week
5.000 meter,Paiero Tiziano,5150235,30,Italia,Man,9970,Langeafstandslopers,20,7,19,168,63,13,1,14,9,1,3,1,12,12,Marathon,2h:26:47.73,916,8
Onbekend,Pain Loris,5659857,17,France,Man,300,Snelwandelaars,15,1,14,184,87,13,2,5,3,4,3,3,4,7,10 km snelwandelen,1h:04:29.26,521,8
Onbekend,Pain Loris,5659857,17,France,Man,300,Snelwandelaars,15,1,14,184,87,13,2,5,3,4,3,3,4,7,20 km snelwandelen,2h:05:41.41,526,8
Onbekend,Pain Loris,5659857,17,France,Man,300,Snelwandelaars,15,1,14,184,87,13,2,5,3,4,3,3,4,7,50 km snelwandelen,5h:22:34.10,451,8
Onbekend,Paolicelli Antonella,5593565,17,Italia,Vrouw,1470,Snelwandelaars,20,2,17,174,78,15,1,10,3,8,1,1,7,4,10 km snelwandelen,1h:05:53.04,707,8
Onbekend,Paolicelli Antonella,5593565,17,Italia,Vrouw,1470,Snelwandelaars,20,2,17,174,78,15,1,10,3,8,1,1,7,4,20 km snelwandelen,2h:13:06.36,674,8
Onbekend,Paolicelli Antonella,5593565,17,Italia,Vrouw,1470,Snelwandelaars,20,2,17,174,78,15,1,10,3,8,1,1,7,4,50 km snelwandelen,5h:28:37.23,629,8
Onbekend,Papamalamis Dimokritos,5540317,19,Hellas,Man,1190,Snelwandelaars,18,2,20,183,88,6,3,10,5,7,2,1,6,5,10 km snelwandelen,1h:01:13.37,661,8
Onbekend,Papamalamis Dimokritos,5540317,19,Hellas,Man,1190,Snelwandelaars,18,2,20,183,88,6,3,10,5,7,2,1,6,5,20 km snelwandelen,2h:00:14.42,645,8
Onbekend,Papamalamis Dimokritos,5540317,19,Hellas,Man,1190,Snelwandelaars,18,2,20,183,88,6,3,10,5,7,2,1,6,5,50 km snelwandelen,5h:04:27.50,610,8
Onbekend,Periklidakis Syllas,5545999,18,Hellas,Man,1620,Springers,20,2,19,187,92,11,2,1,1,8,11,3,6,7,Hoogspringen,1.11 m,298,7
Onbekend,Periklidakis Syllas,5545999,18,Hellas,Man,1620,Springers,20,2,19,187,92,11,2,1,1,8,11,3,6,7,Polsstokhoogspringen,2.92 m,266,7
Onbekend,Periklidakis Syllas,5545999,18,Hellas,Man,1620,Springers,20,2,19,187,92,11,2,1,1,8,11,3,6,7,Verspringen,3.89 m,264,7
Onbekend,Periklidakis Syllas,5545999,18,Hellas,Man,1620,Springers,20,2,19,187,92,11,2,1,1,8,11,3,6,7,Hinkstapspringen,7.64 m,227,7
Onbekend,Pernía Clarissa,5390795,22,Argentina,Vrouw,1520,Snelwandelaars,19,2,11,169,71,12,3,11,2,3,2,1,6,8,10 km snelwandelen,1h:07:19.07,652,8
Onbekend,Pernía Clarissa,5390795,22,Argentina,Vrouw,1520,Snelwandelaars,19,2,11,169,71,12,3,11,2,3,2,1,6,8,20 km snelwandelen,2h:14:44.85,642,8
Onbekend,Pernía Clarissa,5390795,22,Argentina,Vrouw,1520,Snelwandelaars,19,2,11,169,71,12,3,11,2,3,2,1,6,8,50 km snelwandelen,5h:28:40.98,629,8
Onbekend,Pezzolesi Ercole,5551429,17,Italia,Man,1730,Snelwandelaars,20,2,16,184,93,10,2,10,3,5,2,1,9,8,10 km snelwandelen,1h:01:06.43,665,8
Onbekend,Pezzolesi Ercole,5551429,17,Italia,Man,1730,Snelwandelaars,20,2,16,184,93,10,2,10,3,5,2,1,9,8,20 km snelwandelen,1h:59:19.42,665,8
Onbekend,Pezzolesi Ercole,5551429,17,Italia,Man,1730,Snelwandelaars,20,2,16,184,93,10,2,10,3,5,2,1,9,8,50 km snelwandelen,5h:04:24.40,610,8
Onbekend,Pogorzelski Konrad,5490049,19,Polska,Man,3430,Snelwandelaars,20,3,16,196,103,10,2,13,2,6,2,0,9,8,10 km snelwandelen,59:57.96,714,8
Onbekend,Pogorzelski Konrad,5490049,19,Polska,Man,3430,Snelwandelaars,20,3,16,196,103,10,2,13,2,6,2,0,9,8,20 km snelwandelen,1h:57:46.02,699,8
Onbekend,Pogorzelski Konrad,5490049,19,Polska,Man,3430,Snelwandelaars,20,3,16,196,103,10,2,13,2,6,2,0,9,8,50 km snelwandelen,4h:59:20.03,654,8
Onbekend,Przybył Lech,5658021,14,Polska,Man,640,Snelwandelaars,11,1,14,155,60,9,3,7,8,1,1,1,7,7,10 km snelwandelen,1h:01:34.78,645,8
Onbekend,Przybył Lech,5658021,14,Polska,Man,640,Snelwandelaars,11,1,14,155,60,9,3,7,8,1,1,1,7,7,20 km snelwandelen,2h:01:41.47,613,8
Onbekend,Przybył Lech,5658021,14,Polska,Man,640,Snelwandelaars,11,1,14,155,60,9,3,7,8,1,1,1,7,7,50 km snelwandelen,5h:11:05.82,552,8
Hinkstapspringen,Putz Etienne,4960912,35,Lëtzebuerg,Man,17450,Springers,20,18,13,188,67,20,0,0,1,12,10,0,10,11,Hoogspringen,1.35 m,486,7
Hinkstapspringen,Putz Etienne,4960912,35,Lëtzebuerg,Man,17450,Springers,20,18,13,188,67,20,0,0,1,12,10,0,10,11,Polsstokhoogspringen,3.85 m,535,7
Hinkstapspringen,Putz Etienne,4960912,35,Lëtzebuerg,Man,17450,Springers,20,18,13,188,67,20,0,0,1,12,10,0,10,11,Verspringen,4.95 m,493,7
Hinkstapspringen,Putz Etienne,4960912,35,Lëtzebuerg,Man,17450,Springers,20,18,13,188,67,20,0,0,1,12,10,0,10,11,Hinkstapspringen,10.68 m,547,7
Onbekend,Rajh Sanja,5276877,25,Slovenija,Vrouw,3090,Snelwandelaars,20,6,12,165,67,17,2,11,3,9,3,2,9,8,10 km snelwandelen,1h:04:14.78,771,8
Onbekend,Rajh Sanja,5276877,25,Slovenija,Vrouw,3090,Snelwandelaars,20,6,12,165,67,17,2,11,3,9,3,2,9,8,20 km snelwandelen,2h:10:51.50,718,8
Onbekend,Rajh Sanja,5276877,25,Slovenija,Vrouw,3090,Snelwandelaars,20,6,12,165,67,17,2,11,3,9,3,2,9,8,50 km snelwandelen,5h:20:34.28,694,8
50 km snelwandelen,Ray Sienna,4893312,38,Canada,Vrouw,4130,Snelwandelaars,13,12,15,175,64,6,0,12,0,4,0,0,9,6,10 km snelwandelen,1h:04:23.45,765,8
50 km snelwandelen,Ray Sienna,4893312,38,Canada,Vrouw,4130,Snelwandelaars,13,12,15,175,64,6,0,12,0,4,0,0,9,6,20 km snelwandelen,2h:10:14.67,730,8
50 km snelwandelen,Ray Sienna,4893312,38,Canada,Vrouw,4130,Snelwandelaars,13,12,15,175,64,6,0,12,0,4,0,0,9,6,50 km snelwandelen,5h:10:40.65,774,8
Onbekend,Remond Julien,5656552,16,France,Man,620,Snelwandelaars,13,1,15,181,82,9,1,9,2,7,4,0,7,5,10 km snelwandelen,1h:02:36.80,601,8
Onbekend,Remond Julien,5656552,16,France,Man,620,Snelwandelaars,13,1,15,181,82,9,1,9,2,7,4,0,7,5,20 km snelwandelen,2h:02:45.47,590,8
Onbekend,Remond Julien,5656552,16,France,Man,620,Snelwandelaars,13,1,15,181,82,9,1,9,2,7,4,0,7,5,50 km snelwandelen,5h:11:34.07,548,8
Onbekend,Richard Mourad,5659649,16,France,Man,220,Snelwandelaars,18,1,15,176,79,11,2,7,1,1,2,2,4,6,10 km snelwandelen,1h:03:38.79,557,8
Onbekend,Richard Mourad,5659649,16,France,Man,220,Snelwandelaars,18,1,15,176,79,11,2,7,1,1,2,2,4,6,20 km snelwandelen,2h:05:21.53,533,8
Onbekend,Richard Mourad,5659649,16,France,Man,220,Snelwandelaars,18,1,15,176,79,11,2,7,1,1,2,2,4,6,50 km snelwandelen,5h:19:54.77,475,8
10 km snelwandelen,Salgado Guilherme,4965057,33,Portugal,Man,36640,Snelwandelaars,20,14,16,179,52,20,0,16,0,7,0,0,15,18,10 km snelwandelen,52:15.85,1042,8
10 km snelwandelen,Salgado Guilherme,4965057,33,Portugal,Man,36640,Snelwandelaars,20,14,16,179,52,20,0,16,0,7,0,0,15,18,20 km snelwandelen,1h:41:27.91,1054,8
10 km snelwandelen,Salgado Guilherme,4965057,33,Portugal,Man,36640,Snelwandelaars,20,14,16,179,52,20,0,16,0,7,0,0,15,18,50 km snelwandelen,4h:23:56.73,963,8
Onbekend,Scherer Hilde,5601097,16,Deutschland,Vrouw,340,Snelwandelaars,18,1,16,167,65,10,2,7,2,2,3,1,4,7,10 km snelwandelen,1h:07:36.87,640,8
Onbekend,Scherer Hilde,5601097,16,Deutschland,Vrouw,340,Snelwandelaars,18,1,16,167,65,10,2,7,2,2,3,1,4,7,20 km snelwandelen,2h:17:49.90,582,8
Onbekend,Scherer Hilde,5601097,16,Deutschland,Vrouw,340,Snelwandelaars,18,1,16,167,65,10,2,7,2,2,3,1,4,7,50 km snelwandelen,5h:39:52.98,539,8
Onbekend,Schmidky Billy,5570800,17,New Zealand,Man,1820,Snelwandelaars,20,1,16,194,105,12,2,3,7,11,4,1,5,8,10 km snelwandelen,1h:03:38.64,557,8
Onbekend,Schmidky Billy,5570800,17,New Zealand,Man,1820,Snelwandelaars,20,1,16,194,105,12,2,3,7,11,4,1,5,8,20 km snelwandelen,2h:05:38.57,527,8
Onbekend,Schmidky Billy,5570800,17,New Zealand,Man,1820,Snelwandelaars,20,1,16,194,105,12,2,3,7,11,4,1,5,8,50 km snelwandelen,5h:21:27.57,461,8
Onbekend,Schnell Ubaldo,5604143,17,Italia,Man,800,Snelwandelaars,20,1,15,194,102,14,1,10,4,1,2,4,4,4,10 km snelwandelen,1h:03:55.03,546,8
Onbekend,Schnell Ubaldo,5604143,17,Italia,Man,800,Snelwandelaars,20,1,15,194,102,14,1,10,4,1,2,4,4,4,20 km snelwandelen,2h:04:44.73,546,8
Onbekend,Schnell Ubaldo,5604143,17,Italia,Man,800,Snelwandelaars,20,1,15,194,102,14,1,10,4,1,2,4,4,4,50 km snelwandelen,5h:20:15.73,472,8
20 km snelwandelen,Somerville Abigail,5135808,29,Canada,Vrouw,12000,Snelwandelaars,20,9,16,169,62,10,0,16,2,2,2,0,9,11,10 km snelwandelen,1h:00:18.02,924,8
20 km snelwandelen,Somerville Abigail,5135808,29,Canada,Vrouw,12000,Snelwandelaars,20,9,16,169,62,10,0,16,2,2,2,0,9,11,20 km snelwandelen,1h:57:36.04,976,8
20 km snelwandelen,Somerville Abigail,5135808,29,Canada,Vrouw,12000,Snelwandelaars,20,9,16,169,62,10,0,16,2,2,2,0,9,11,50 km snelwandelen,4h:52:58.62,916,8
Onbekend,Stuhlmann Erich,5635731,15,Deutschland,Man,290,Snelwandelaars,13,1,14,179,78,10,2,3,5,7,1,2,7,4,10 km snelwandelen,1h:04:48.70,508,8
Onbekend,Stuhlmann Erich,5635731,15,Deutschland,Man,290,Snelwandelaars,13,1,14,179,78,10,2,3,5,7,1,2,7,4,20 km snelwandelen,2h:07:32.65,485,8
Onbekend,Stuhlmann Erich,5635731,15,Deutschland,Man,290,Snelwandelaars,13,1,14,179,78,10,2,3,5,7,1,2,7,4,50 km snelwandelen,5h:27:00.20,413,8
Onbekend,Sucameli Emanuel,5526931,18,Italia,Man,630,Snelwandelaars,20,2,17,170,80,6,3,9,2,3,2,1,6,5,10 km snelwandelen,1h:01:25.11,652,8
Onbekend,Sucameli Emanuel,5526931,18,Italia,Man,630,Snelwandelaars,20,2,17,170,80,6,3,9,2,3,2,1,6,5,20 km snelwandelen,1h:59:37.19,658,8
Onbekend,Sucameli Emanuel,5526931,18,Italia,Man,630,Snelwandelaars,20,2,17,170,80,6,3,9,2,3,2,1,6,5,50 km snelwandelen,5h:06:08.66,595,8
Onbekend,Tokarz Jarosław,5613973,15,Polska,Man,1780,Snelwandelaars,20,1,16,163,71,13,4,2,1,11,1,1,9,6,10 km snelwandelen,1h:03:55.12,546,8
Onbekend,Tokarz Jarosław,5613973,15,Polska,Man,1780,Snelwandelaars,20,1,16,163,71,13,4,2,1,11,1,1,9,6,20 km snelwandelen,2h:04:33.17,551,8
Onbekend,Tokarz Jarosław,5613973,15,Polska,Man,1780,Snelwandelaars,20,1,16,163,71,13,4,2,1,11,1,1,9,6,50 km snelwandelen,5h:19:54.90,475,8
Speerwerpen,Tomlinson Eva,5065795,34,Great Britain,Vrouw,2640,Werpers,18,9,11,169,59,17,4,0,0,0,0,10,6,10,Kogelstoten,6.16 m,0,7
Speerwerpen,Tomlinson Eva,5065795,34,Great Britain,Vrouw,2640,Werpers,18,9,11,169,59,17,4,0,0,0,0,10,6,10,Discuswerpen,23.34 m,0,7
Speerwerpen,Tomlinson Eva,5065795,34,Great Britain,Vrouw,2640,Werpers,18,9,11,169,59,17,4,0,0,0,0,10,6,10,Kogelslingeren,20.37 m,0,7
Speerwerpen,Tomlinson Eva,5065795,34,Great Britain,Vrouw,2640,Werpers,18,9,11,169,59,17,4,0,0,0,0,10,6,10,Speerwerpen,20.88 m,27,7
Onbekend,Tyler Elijah,5576237,17,United States,Man,2620,Langeafstandslopers,20,1,16,187,93,8,1,13,3,2,2,1,3,4,5.000 meter,17:57.70,505,8
Onbekend,Tyler Elijah,5576237,17,United States,Man,2620,Langeafstandslopers,20,1,16,187,93,8,1,13,3,2,2,1,3,4,10.000 meter,41:39.85,489,8
Onbekend,Tyler Elijah,5576237,17,United States,Man,2620,Langeafstandslopers,20,1,16,187,93,8,1,13,3,2,2,1,3,4,Marathon,2h:49:38.45,550,8
Onbekend,Valentinetti Primo,5653354,14,Italia,Man,280,Snelwandelaars,16,1,14,183,82,12,1,7,2,2,2,3,5,5,10 km snelwandelen,1h:04:16.56,530,8
Onbekend,Valentinetti Primo,5653354,14,Italia,Man,280,Snelwandelaars,16,1,14,183,82,12,1,7,2,2,2,3,5,5,20 km snelwandelen,2h:04:56.24,542,8
Onbekend,Valentinetti Primo,5653354,14,Italia,Man,280,Snelwandelaars,16,1,14,183,82,12,1,7,2,2,2,3,5,5,50 km snelwandelen,5h:21:00.44,465,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Vijfkamp Vrouwen - 100 meter horden,19.49 s,849,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Vijfkamp Vrouwen - Hoogspringen,0.93 m,609,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Vijfkamp Vrouwen - Kogelstoten,5.47 m,321,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Vijfkamp Vrouwen - Verspringen,3.80 m,730,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Vijfkamp Vrouwen - 800 meter,2:32.88,786,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Zevenkamp - 100 meter horden,20.17 s,757,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Zevenkamp - Hoogspringen,0.92 m,602,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Zevenkamp - Kogelstoten,5.27 m,310,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Zevenkamp - 200 meter,28.36 s,623,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Zevenkamp - Verspringen,3.73 m,717,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Zevenkamp - Speerwerpen,24.44 m,515,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Zevenkamp - 800 meter,2:38.30,689,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Vijfkamp Vrouwen,3295 p,659,8
Vijfkamp Vrouwen,Varvoutsi Praksithea,5200693,29,Hellas,Vrouw,5280,Meerkampers,19,7,19,165,52,18,1,4,8,7,7,5,10,12,Zevenkamp,4213 p,602,8
50 km snelwandelen,Velez Enric,5008957,32,Colombia,Man,26140,Snelwandelaars,20,13,17,184,76,11,0,19,0,7,0,1,13,11,10 km snelwandelen,54:12.14,960,8
50 km snelwandelen,Velez Enric,5008957,32,Colombia,Man,26140,Snelwandelaars,20,13,17,184,76,11,0,19,0,7,0,1,13,11,20 km snelwandelen,1h:42:39.45,1028,8
50 km snelwandelen,Velez Enric,5008957,32,Colombia,Man,26140,Snelwandelaars,20,13,17,184,76,11,0,19,0,7,0,1,13,11,50 km snelwandelen,4h:13:26.55,1055,8
Onbekend,Venanzi Tosca,5656294,14,Italia,Vrouw,1280,Snelwandelaars,11,1,15,152,48,16,1,5,0,10,1,1,7,5,10 km snelwandelen,1h:09:08.16,581,8
Onbekend,Venanzi Tosca,5656294,14,Italia,Vrouw,1280,Snelwandelaars,11,1,15,152,48,16,1,5,0,10,1,1,7,5,20 km snelwandelen,2h:20:05.50,538,8
Onbekend,Venanzi Tosca,5656294,14,Italia,Vrouw,1280,Snelwandelaars,11,1,15,152,48,16,1,5,0,10,1,1,7,5,50 km snelwandelen,5h:45:17.97,495,8
20 km snelwandelen,Verbiest François,5065021,31,België,Man,7950,Snelwandelaars,19,11,15,174,73,7,0,14,0,4,0,1,11,11,10 km snelwandelen,56:44.38,852,8
20 km snelwandelen,Verbiest François,5065021,31,België,Man,7950,Snelwandelaars,19,11,15,174,73,7,0,14,0,4,0,1,11,11,20 km snelwandelen,1h:48:38.08,898,8
20 km snelwandelen,Verbiest François,5065021,31,België,Man,7950,Snelwandelaars,19,11,15,174,73,7,0,14,0,4,0,1,11,11,50 km snelwandelen,4h:37:43.19,843,8
Onbekend,Verga Giuseppina,5556020,17,Italia,Vrouw,1100,Snelwandelaars,20,2,15,181,85,10,2,4,1,10,2,2,6,6,10 km snelwandelen,1h:08:54.73,590,8
Onbekend,Verga Giuseppina,5556020,17,Italia,Vrouw,1100,Snelwandelaars,20,2,15,181,85,10,2,4,1,10,2,2,6,6,20 km snelwandelen,2h:20:38.52,527,8
Onbekend,Verga Giuseppina,5556020,17,Italia,Vrouw,1100,Snelwandelaars,20,2,15,181,85,10,2,4,1,10,2,2,6,6,50 km snelwandelen,5h:47:40.72,476,8
Onbekend,Vignon Christine,5561676,18,France,Vrouw,2380,Snelwandelaars,20,2,20,179,77,13,2,11,2,2,1,9,7,6,10 km snelwandelen,1h:05:37.85,717,8
Onbekend,Vignon Christine,5561676,18,France,Vrouw,2380,Snelwandelaars,20,2,20,179,77,13,2,11,2,2,1,9,7,6,20 km snelwandelen,2h:14:06.61,654,8
Onbekend,Vignon Christine,5561676,18,France,Vrouw,2380,Snelwandelaars,20,2,20,179,77,13,2,11,2,2,1,9,7,6,50 km snelwandelen,5h:27:01.05,642,8
Onbekend,Vilhena Lauro,5551516,18,Portugal,Man,3710,Snelwandelaars,20,2,19,184,94,15,1,13,4,8,2,3,6,6,10 km snelwandelen,59:02.72,753,8
Onbekend,Vilhena Lauro,5551516,18,Portugal,Man,3710,Snelwandelaars,20,2,19,184,94,15,1,13,4,8,2,3,6,6,20 km snelwandelen,1h:55:14.39,754,8
Onbekend,Vilhena Lauro,5551516,18,Portugal,Man,3710,Snelwandelaars,20,2,19,184,94,15,1,13,4,8,2,3,6,6,50 km snelwandelen,4h:52:55.62,710,8
50 km snelwandelen,Vitiello Leo,5112518,34,Italia,Man,10620,Snelwandelaars,20,11,17,177,72,16,0,13,6,1,0,0,12,13,10 km snelwandelen,54:50.34,933,8
50 km snelwandelen,Vitiello Leo,5112518,34,Italia,Man,10620,Snelwandelaars,20,11,17,177,72,16,0,13,6,1,0,0,12,13,20 km snelwandelen,1h:46:24.48,947,8
50 km snelwandelen,Vitiello Leo,5112518,34,Italia,Man,10620,Snelwandelaars,20,11,17,177,72,16,0,13,6,1,0,0,12,13,50 km snelwandelen,4h:30:03.01,910,8
10 km snelwandelen,Ziółkowska Alicja,5439980,22,Polska,Vrouw,3360,Snelwandelaars,20,2,11,172,75,16,3,12,2,4,4,2,9,7,10 km snelwandelen,1h:03:59.31,781,8
10 km snelwandelen,Ziółkowska Alicja,5439980,22,Polska,Vrouw,3360,Snelwandelaars,20,2,11,172,75,16,3,12,2,4,4,2,9,7,20 km snelwandelen,2h:11:52.41,698,8
10 km snelwandelen,Ziółkowska Alicja,5439980,22,Polska,Vrouw,3360,Snelwandelaars,20,2,11,172,75,16,3,12,2,4,4,2,9,7,50 km snelwandelen,5h:24:01.68,666,8
Onbekend,Voverienė Daiva,5638861,18,Lietuva,Vrouw,1370,Snelwandelaars,16,1,17,164,58,19,2,9,2,7,2,3,4,6,10 km snelwandelen,1h:07:10.36,657,8
Onbekend,Voverienė Daiva,5638861,18,Lietuva,Vrouw,1370,Snelwandelaars,16,1,17,164,58,19,2,9,2,7,2,3,4,6,20 km snelwandelen,2h:16:04.35,616,8
Onbekend,Voverienė Daiva,5638861,18,Lietuva,Vrouw,1370,Snelwandelaars,16,1,17,164,58,19,2,9,2,7,2,3,4,6,50 km snelwandelen,5h:36:41.70,565,8
20 km snelwandelen,Andjelković Jasmina,5173338,30,Srbija,Vrouw,19330,Snelwandelaars,20,16,18,184,81,17,2,14,5,5,0,2,11,15,10 km snelwandelen,59:24.50,959,8
20 km snelwandelen,Andjelković Jasmina,5173338,30,Srbija,Vrouw,19330,Snelwandelaars,20,16,18,184,81,17,2,14,5,5,0,2,11,15,20 km snelwandelen,1h:55:32.25,1016,8
20 km snelwandelen,Andjelković Jasmina,5173338,30,Srbija,Vrouw,19330,Snelwandelaars,20,16,18,184,81,17,2,14,5,5,0,2,11,15,50 km snelwandelen,4h:56:16.05,889,8
Onbekend,Gardiner Lauryn,5610679,17,Great Britain,Vrouw,1490,Snelwandelaars,20,1,17,163,64,16,1,10,2,3,1,2,8,6,10 km snelwandelen,1h:06:39.69,677,8
Onbekend,Gardiner Lauryn,5610679,17,Great Britain,Vrouw,1490,Snelwandelaars,20,1,17,163,64,16,1,10,2,3,1,2,8,6,20 km snelwandelen,2h:15:36.38,625,8
Onbekend,Gardiner Lauryn,5610679,17,Great Britain,Vrouw,1490,Snelwandelaars,20,1,17,163,64,16,1,10,2,3,1,2,8,6,50 km snelwandelen,5h:32:33.96,598,8
Onbekend,Ponce Julián,5649406,17,Ecuador,Man,1230,Snelwandelaars,15,1,15,172,72,18,5,3,3,10,1,2,5,4,10 km snelwandelen,1h:04:37.88,515,8
Onbekend,Ponce Julián,5649406,17,Ecuador,Man,1230,Snelwandelaars,15,1,15,172,72,18,5,3,3,10,1,2,5,4,20 km snelwandelen,2h:05:05.22,539,8
Onbekend,Ponce Julián,5649406,17,Ecuador,Man,1230,Snelwandelaars,15,1,15,172,72,18,5,3,3,10,1,2,5,4,50 km snelwandelen,5h:23:15.82,445,8
Onbekend,Isaac Lea,5610861,17,Switzerland,Vrouw,450,Snelwandelaars,15,1,14,172,73,11,1,5,5,7,1,2,6,7,10 km snelwandelen,1h:08:43.95,597,8
Onbekend,Isaac Lea,5610861,17,Switzerland,Vrouw,450,Snelwandelaars,15,1,14,172,73,11,1,5,5,7,1,2,6,7,20 km snelwandelen,2h:19:32.66,548,8
Onbekend,Isaac Lea,5610861,17,Switzerland,Vrouw,450,Snelwandelaars,15,1,14,172,73,11,1,5,5,7,1,2,6,7,50 km snelwandelen,5h:45:45.17,492,8
20 km snelwandelen,Barriga Roger,5068354,31,España,Man,34740,Snelwandelaars,20,11,16,187,67,18,0,18,1,0,0,3,16,15,10 km snelwandelen,53:49.72,976,8
20 km snelwandelen,Barriga Roger,5068354,31,España,Man,34740,Snelwandelaars,20,11,16,187,67,18,0,18,1,0,0,3,16,15,20 km snelwandelen,1h:40:28.96,1076,8
20 km snelwandelen,Barriga Roger,5068354,31,España,Man,34740,Snelwandelaars,20,11,16,187,67,18,0,18,1,0,0,3,16,15,50 km snelwandelen,4h:19:32.82,1002,8
20 km snelwandelen,Paranycz Agata,5298471,25,Polska,Vrouw,29000,Snelwandelaars,19,6,18,175,74,19,3,20,1,4,2,3,10,8,10 km snelwandelen,1h:00:45.35,907,8
20 km snelwandelen,Paranycz Agata,5298471,25,Polska,Vrouw,29000,Snelwandelaars,19,6,18,175,74,19,3,20,1,4,2,3,10,8,20 km snelwandelen,1h:57:47.65,972,8
20 km snelwandelen,Paranycz Agata,5298471,25,Polska,Vrouw,29000,Snelwandelaars,19,6,18,175,74,19,3,20,1,4,2,3,10,8,50 km snelwandelen,4h:57:27.96,880,8
Onbekend,Alfaro Arkaitz,5641612,17,España,Man,1570,Snelwandelaars,17,1,15,172,73,7,3,10,2,3,3,1,9,8,10 km snelwandelen,1h:00:23.60,696,8
Onbekend,Alfaro Arkaitz,5641612,17,España,Man,1570,Snelwandelaars,17,1,15,172,73,7,3,10,2,3,3,1,9,8,20 km snelwandelen,1h:57:10.40,712,8
Onbekend,Alfaro Arkaitz,5641612,17,España,Man,1570,Snelwandelaars,17,1,15,172,73,7,3,10,2,3,3,1,9,8,50 km snelwandelen,5h:02:41.32,625,8
Onbekend,Dekeyser Christopher,5612076,16,België,Man,1620,Snelwandelaars,20,1,16,170,80,19,2,10,2,3,3,3,7,4,10 km snelwandelen,1h:01:55.30,631,8
Onbekend,Dekeyser Christopher,5612076,16,België,Man,1620,Snelwandelaars,20,1,16,170,80,19,2,10,2,3,3,3,7,4,20 km snelwandelen,1h:59:56.35,651,8
Onbekend,Dekeyser Christopher,5612076,16,België,Man,1620,Snelwandelaars,20,1,16,170,80,19,2,10,2,3,3,3,7,4,50 km snelwandelen,5h:07:01.99,587,8
Onbekend,Beer Astrid,5560993,17,Österreich,Vrouw,1940,Snelwandelaars,20,3,15,164,68,17,2,7,3,10,2,2,9,8,10 km snelwandelen,1h:06:11.09,696,8
Onbekend,Beer Astrid,5560993,17,Österreich,Vrouw,1940,Snelwandelaars,20,3,15,164,68,17,2,7,3,10,2,2,9,8,20 km snelwandelen,2h:14:37.10,644,8
Onbekend,Beer Astrid,5560993,17,Österreich,Vrouw,1940,Snelwandelaars,20,3,15,164,68,17,2,7,3,10,2,2,9,8,50 km snelwandelen,5h:31:59.28,602,8
Onbekend,Brownlie Molly,5633969,15,Great Britain,Vrouw,980,Snelwandelaars,19,1,13,162,56,12,1,10,2,2,3,1,6,8,10 km snelwandelen,1h:06:45.70,673,8
Onbekend,Brownlie Molly,5633969,15,Great Britain,Vrouw,980,Snelwandelaars,19,1,13,162,56,12,1,10,2,2,3,1,6,8,20 km snelwandelen,2h:16:06.42,615,8
